title,popularity,homepage,non-fiction,comedy,action,fantasy,romance,horror,year,type
"Zedd, Liam Payne - Get Low (Street Video)",1.3,https://i.ytimg.com/vi/PbW14E2eHJ0/default.jpg,1,0,0,1,0,0,2017,V
Nick Jonas - Find You,1.1,https://i.ytimg.com/vi/mWFaxs-KvMY/default.jpg,1,0,0,1,0,0,2017,V
Morrissey - Spent the Day in Bed (Official Lyric Video),1,https://i.ytimg.com/vi/iL_-GwbEP4g/default.jpg,1,0,0,1,0,0,2017,V
bjÃƒÂ¶rk: the gate,1,https://i.ytimg.com/vi/RIGgn1s3AvI/default.jpg,1,0,0,1,0,0,2017,V
Leonard Cohen - Leaving the Table,1,https://i.ytimg.com/vi/mOrdWbqp85E/default.jpg,1,0,0,1,0,0,2017,V
BTS (Ã«Â°Â©Ã­Æ’â€žÃ¬â€ Å’Ã«â€¦â€žÃ«â€¹Â¨) 'DNA' Official MV,9.2,https://i.ytimg.com/vi/MBdVXkSdhwU/default.jpg,1,0,0,1,0,0,2017,V
Nickelback - After The Rain [Lyric Video],1,https://i.ytimg.com/vi/qi2uOOAKJjY/default.jpg,1,0,0,1,0,0,2017,V
Avicii - Lonely Together ft. Rita Ora,1.7,https://i.ytimg.com/vi/vQ3XgMKAgxc/default.jpg,1,0,0,1,0,0,2017,V
Billie Eilish - watch,1,https://i.ytimg.com/vi/9dobJDxPEzM/default.jpg,1,0,0,1,0,0,2017,V
"Krewella, Yellow Claw - New World (ft. Taylor Bennett) (Audio)",1,https://i.ytimg.com/vi/ruRvc4huFkE/default.jpg,1,0,0,1,0,0,2017,V
Quindar: Sound #2,1,https://i.ytimg.com/vi/AYyXQcuo8wA/default.jpg,1,0,0,1,0,0,2017,V
Shakira - Perro Fiel (Official Video) ft. Nicky Jam,7,https://i.ytimg.com/vi/SHq2qrFUlGY/default.jpg,1,0,0,1,0,0,2017,V
Look What You Made Me Do: Taylor Mountain,1.3,https://i.ytimg.com/vi/XF_ARz7jTUw/default.jpg,1,0,0,1,0,0,2017,V
Lecrae - Whatchu Mean (Audio) ft. Aha Gazelle,1,https://i.ytimg.com/vi/0Rb2rr1vWpI/default.jpg,1,0,0,1,0,0,2017,V
R5 - Hurts Good (Official Video),1,https://i.ytimg.com/vi/JNzCrIcAnck/default.jpg,1,0,0,1,0,0,2017,V
KB - Hometeam ft. Lecrae,1,https://i.ytimg.com/vi/ZVPTxFZTQis/default.jpg,1,0,0,1,0,0,2017,V
MACKLEMORE FEAT KESHA - GOOD OLD DAYS,1.2,https://i.ytimg.com/vi/fUffrvUjwCY/default.jpg,1,0,0,1,0,0,2017,V
Sia - Rainbow (From The 'My Little Pony: The Movie' Official Soundtrack) (Official Video),1.5,https://i.ytimg.com/vi/paXOkGMyG8M/default.jpg,1,0,0,1,0,0,2017,V
One More Light (Official Video) - Linkin Park,2.5,https://i.ytimg.com/vi/Tm8LGxTLtQk/default.jpg,1,0,0,1,0,0,2017,V
Sam Smith - Too Good At Goodbyes (Official Video),3.2,https://i.ytimg.com/vi/J_ub7Etch2U/default.jpg,1,0,0,1,0,0,2017,V
"Zedd, Liam Payne - Get Low (Street Video)",1.4,https://i.ytimg.com/vi/PbW14E2eHJ0/default.jpg,1,0,0,1,0,0,2017,V
Nick Jonas - Find You,1.1,https://i.ytimg.com/vi/mWFaxs-KvMY/default.jpg,1,0,0,1,0,0,2017,V
Morrissey - Spent the Day in Bed (Official Lyric Video),1,https://i.ytimg.com/vi/iL_-GwbEP4g/default.jpg,1,0,0,1,0,0,2017,V
bjÃƒÂ¶rk: the gate,1,https://i.ytimg.com/vi/RIGgn1s3AvI/default.jpg,1,0,0,1,0,0,2017,V
Leonard Cohen - Leaving the Table,1,https://i.ytimg.com/vi/mOrdWbqp85E/default.jpg,1,0,0,1,0,0,2017,V
BTS (Ã«Â°Â©Ã­Æ’â€žÃ¬â€ Å’Ã«â€¦â€žÃ«â€¹Â¨) 'DNA' Official MV,10,https://i.ytimg.com/vi/MBdVXkSdhwU/default.jpg,1,0,0,1,0,0,2017,V
Nickelback - After The Rain [Lyric Video],1,https://i.ytimg.com/vi/qi2uOOAKJjY/default.jpg,1,0,0,1,0,0,2017,V
Avicii - Lonely Together ft. Rita Ora,1.8,https://i.ytimg.com/vi/vQ3XgMKAgxc/default.jpg,1,0,0,1,0,0,2017,V
Billie Eilish - watch,1,https://i.ytimg.com/vi/9dobJDxPEzM/default.jpg,1,0,0,1,0,0,2017,V
"Krewella, Yellow Claw - New World (ft. Taylor Bennett) (Audio)",1,https://i.ytimg.com/vi/ruRvc4huFkE/default.jpg,1,0,0,1,0,0,2017,V
Quindar: Sound #2,1,https://i.ytimg.com/vi/AYyXQcuo8wA/default.jpg,1,0,0,1,0,0,2017,V
Shakira - Perro Fiel (Official Video) ft. Nicky Jam,8,https://i.ytimg.com/vi/SHq2qrFUlGY/default.jpg,1,0,0,1,0,0,2017,V
Danielle Bregoli is BHAD BHABIE Ã¢â‚¬Å“Hi Bich / Whachu KnowÃ¢â‚¬Â (Official Music Video),2,https://i.ytimg.com/vi/1NyMSWqIJDQ/default.jpg,1,0,0,1,0,0,2017,V
Ed Sheeran - Perfect [Official Lyric Video],1.7,https://i.ytimg.com/vi/iKzRIweSBLA/default.jpg,1,0,0,1,0,0,2017,V
MACKLEMORE FEAT OTIENO TERRY - LEVITATE,1.1,https://i.ytimg.com/vi/Wv3RpLvPasE/default.jpg,1,0,0,1,0,0,2017,V
The Maine - How Do You Feel?,1,https://i.ytimg.com/vi/tku0H7YeMeA/default.jpg,1,0,0,1,0,0,2017,V
Noah Cyrus - Again ft. XXXTENTACION,1.2,https://i.ytimg.com/vi/G_SjnHwxWMU/default.jpg,1,0,0,1,0,0,2017,V
Fergie - Just Like You,1.1,https://i.ytimg.com/vi/DvbYf4eyGFI/default.jpg,1,0,0,1,0,0,2017,V
ASKING ALEXANDRIA - Into The Fire (Official Music Video),1.1,https://i.ytimg.com/vi/-jFgNreZPf0/default.jpg,1,0,0,1,0,0,2017,V
WALK THE MOON - One Foot (Official Video),1,https://i.ytimg.com/vi/05v4nfUmBYI/default.jpg,1,0,0,1,0,0,2017,V
Jason Derulo - If I'm Lucky Part 1 (Official Music Video),1.2,https://i.ytimg.com/vi/oSRXEHsORZo/default.jpg,1,0,0,1,0,0,2017,V
Gwen Stefani - You Make It Feel Like Christmas (Audio) ft. Blake Shelton,1,https://i.ytimg.com/vi/uA4STm4hx7Q/default.jpg,1,0,0,1,0,0,2017,V
Lecrae - Facts (Audio),1,https://i.ytimg.com/vi/4k56sdESwHQ/default.jpg,1,0,0,1,0,0,2017,V
Tamar Braxton - Blind,1,https://i.ytimg.com/vi/65fZOBR0pmM/default.jpg,1,0,0,1,0,0,2017,V
Depeche Mode - Heroes (Highline Sessions Version),1.1,https://i.ytimg.com/vi/q6yzrZfgQvI/default.jpg,1,0,0,1,0,0,2017,V
Kygo - This Town ft. Sasha Sloan,1.1,https://i.ytimg.com/vi/0pwttmAYCTw/default.jpg,1,0,0,1,0,0,2017,V
Carlos Vives - PescaÃƒÂ­to (Official Video),1.1,https://i.ytimg.com/vi/9VjKMTwFXMw/default.jpg,1,0,0,1,0,0,2017,V
Maggie Rogers - Split Stones,1,https://i.ytimg.com/vi/IHi5jq2P_Zk/default.jpg,1,0,0,1,0,0,2017,V
Niall Horan - Too Much To Ask (Official),1.6,https://i.ytimg.com/vi/ljXSjIph5ZM/default.jpg,1,0,0,1,0,0,2017,V
Jeremy Camp - Storm,1,https://i.ytimg.com/vi/_iBpGz54ngs/default.jpg,1,0,0,1,0,0,2017,V
Look What You Made Me Do: Taylor Mountain,1.4,https://i.ytimg.com/vi/XF_ARz7jTUw/default.jpg,1,0,0,1,0,0,2017,V
"The Best TV Theme Song You've Ever Heard: Extinct - Peter Hollens, Taylor Davis, and DevinSuperTramp",1,https://i.ytimg.com/vi/W7DErx-Yg9g/default.jpg,1,0,0,1,0,0,2017,V
Trip (The Movie),1,https://i.ytimg.com/vi/o4os5TXo6Vk/default.jpg,1,0,0,1,0,0,2017,V
DJ Snake - A Different Way (Audio) ft. Lauv,1.1,https://i.ytimg.com/vi/o9n3bR8VMW8/default.jpg,1,0,0,1,0,0,2017,V
KB - Hometeam ft. Lecrae,1,https://i.ytimg.com/vi/ZVPTxFZTQis/default.jpg,1,0,0,1,0,0,2017,V
YELLE - Romeo (Lyric Video),1,https://i.ytimg.com/vi/AOQZNHueNQQ/default.jpg,1,0,0,1,0,0,2017,V
Hollyn - Ã‚Â¡Hola! (Official Audio Video),1,https://i.ytimg.com/vi/JPTB93NS_8M/default.jpg,1,0,0,1,0,0,2017,V
Eli Lieb - Kissing Your Tattoos (Lyric video),1,https://i.ytimg.com/vi/6HXaooyXjds/default.jpg,1,0,0,1,0,0,2017,V
DeJ Loaf - Changes (Audio),1,https://i.ytimg.com/vi/fbokWw3b94k/default.jpg,1,0,0,1,0,0,2017,V
R5 - Hurts Good (Official Video),1.1,https://i.ytimg.com/vi/JNzCrIcAnck/default.jpg,1,0,0,1,0,0,2017,V
bjÃƒÂ¶rk: the gate,1,https://i.ytimg.com/vi/RIGgn1s3AvI/default.jpg,1,0,0,1,0,0,2017,V
Sia - Rainbow (From The 'My Little Pony: The Movie' Official Soundtrack) (Official Video),1.6,https://i.ytimg.com/vi/paXOkGMyG8M/default.jpg,1,0,0,1,0,0,2017,V
One More Light (Official Video) - Linkin Park,2.8,https://i.ytimg.com/vi/Tm8LGxTLtQk/default.jpg,1,0,0,1,0,0,2017,V
"Zedd, Liam Payne - Get Low (Street Video)",1.5,https://i.ytimg.com/vi/PbW14E2eHJ0/default.jpg,1,0,0,1,0,0,2017,V
Sam Smith - Too Good At Goodbyes (Official Video),4.1,https://i.ytimg.com/vi/J_ub7Etch2U/default.jpg,1,0,0,1,0,0,2017,V
Nickelback - After The Rain [Lyric Video],1.1,https://i.ytimg.com/vi/qi2uOOAKJjY/default.jpg,1,0,0,1,0,0,2017,V
Nick Jonas - Find You,1.2,https://i.ytimg.com/vi/mWFaxs-KvMY/default.jpg,1,0,0,1,0,0,2017,V
Morrissey - Spent the Day in Bed (Official Lyric Video),1.1,https://i.ytimg.com/vi/iL_-GwbEP4g/default.jpg,1,0,0,1,0,0,2017,V
Leonard Cohen - Leaving the Table,1,https://i.ytimg.com/vi/mOrdWbqp85E/default.jpg,1,0,0,1,0,0,2017,V
Danielle Bregoli is BHAD BHABIE Ã¢â‚¬Å“Hi Bich / Whachu KnowÃ¢â‚¬Â (Official Music Video),2.4,https://i.ytimg.com/vi/1NyMSWqIJDQ/default.jpg,1,0,0,1,0,0,2017,V
Ed Sheeran - Perfect [Official Lyric Video],2.1,https://i.ytimg.com/vi/iKzRIweSBLA/default.jpg,1,0,0,1,0,0,2017,V
Noah Cyrus - Again ft. XXXTENTACION,1.3,https://i.ytimg.com/vi/G_SjnHwxWMU/default.jpg,1,0,0,1,0,0,2017,V
MACKLEMORE FEAT KESHA -Ã‚Â GOOD OLD DAYSÃ‚Â (OFFICIAL MUSIC VIDEO),1.6,https://i.ytimg.com/vi/1yYV9-KoSUM/default.jpg,1,0,0,1,0,0,2017,V
ASKING ALEXANDRIA - Into The Fire (Official Music Video),1.2,https://i.ytimg.com/vi/-jFgNreZPf0/default.jpg,1,0,0,1,0,0,2017,V
Fergie - Save It Til Morning,1.2,https://i.ytimg.com/vi/xtpM8cBES3k/default.jpg,1,0,0,1,0,0,2017,V
Jason Derulo - If I'm Lucky Part 1 (Official Music Video),1.3,https://i.ytimg.com/vi/oSRXEHsORZo/default.jpg,1,0,0,1,0,0,2017,V
Lecrae - Facts (Audio),1,https://i.ytimg.com/vi/4k56sdESwHQ/default.jpg,1,0,0,1,0,0,2017,V
Depeche Mode - Heroes (Highline Sessions Version),1.1,https://i.ytimg.com/vi/q6yzrZfgQvI/default.jpg,1,0,0,1,0,0,2017,V
WALK THE MOON - One Foot (Official Video),1,https://i.ytimg.com/vi/05v4nfUmBYI/default.jpg,1,0,0,1,0,0,2017,V
Tamar Braxton - Blind,1,https://i.ytimg.com/vi/65fZOBR0pmM/default.jpg,1,0,0,1,0,0,2017,V
Kygo - This Town ft. Sasha Sloan,1.1,https://i.ytimg.com/vi/0pwttmAYCTw/default.jpg,1,0,0,1,0,0,2017,V
2CELLOS - Love Story [OFFICIAL VIDEO],1,https://i.ytimg.com/vi/UdHopftQD3A/default.jpg,1,0,0,1,0,0,2017,V
The Maine - How Do You Feel?,1,https://i.ytimg.com/vi/tku0H7YeMeA/default.jpg,1,0,0,1,0,0,2017,V
Carlos Vives - PescaÃƒÂ­to (Official Video),1.1,https://i.ytimg.com/vi/9VjKMTwFXMw/default.jpg,1,0,0,1,0,0,2017,V
Gwen Stefani - You Make It Feel Like Christmas (Audio) ft. Blake Shelton,1,https://i.ytimg.com/vi/uA4STm4hx7Q/default.jpg,1,0,0,1,0,0,2017,V
Jeremy Camp - Storm,1,https://i.ytimg.com/vi/_iBpGz54ngs/default.jpg,1,0,0,1,0,0,2017,V
Niall Horan - Too Much To Ask (Official),1.7,https://i.ytimg.com/vi/ljXSjIph5ZM/default.jpg,1,0,0,1,0,0,2017,V
Maggie Rogers - Split Stones,1,https://i.ytimg.com/vi/IHi5jq2P_Zk/default.jpg,1,0,0,1,0,0,2017,V
"The Best TV Theme Song You've Ever Heard: Extinct - Peter Hollens, Taylor Davis, and DevinSuperTramp",1,https://i.ytimg.com/vi/W7DErx-Yg9g/default.jpg,1,0,0,1,0,0,2017,V
DeJ Loaf - Changes (Audio),1,https://i.ytimg.com/vi/fbokWw3b94k/default.jpg,1,0,0,1,0,0,2017,V
Look What You Made Me Do: Taylor Mountain,1.4,https://i.ytimg.com/vi/XF_ARz7jTUw/default.jpg,1,0,0,1,0,0,2017,V
Hollyn - Ã‚Â¡Hola! (Official Audio Video),1,https://i.ytimg.com/vi/JPTB93NS_8M/default.jpg,1,0,0,1,0,0,2017,V
YELLE - Romeo (Lyric Video),1,https://i.ytimg.com/vi/AOQZNHueNQQ/default.jpg,1,0,0,1,0,0,2017,V
DJ Snake - A Different Way (Audio) ft. Lauv,1.1,https://i.ytimg.com/vi/o9n3bR8VMW8/default.jpg,1,0,0,1,0,0,2017,V
Trip (The Movie),1,https://i.ytimg.com/vi/o4os5TXo6Vk/default.jpg,1,0,0,1,0,0,2017,V
KB - Hometeam ft. Lecrae,1,https://i.ytimg.com/vi/ZVPTxFZTQis/default.jpg,1,0,0,1,0,0,2017,V
Eli Lieb - Kissing Your Tattoos (Lyric video),1,https://i.ytimg.com/vi/6HXaooyXjds/default.jpg,1,0,0,1,0,0,2017,V
R5 - Hurts Good (Official Video),1.1,https://i.ytimg.com/vi/JNzCrIcAnck/default.jpg,1,0,0,1,0,0,2017,V
Sia - Rainbow (From The 'My Little Pony: The Movie' Official Soundtrack) (Official Video),1.7,https://i.ytimg.com/vi/paXOkGMyG8M/default.jpg,1,0,0,1,0,0,2017,V
bjÃƒÂ¶rk: the gate,1,https://i.ytimg.com/vi/RIGgn1s3AvI/default.jpg,1,0,0,1,0,0,2017,V
TiÃƒÂ«sto & John Christian - Scream (Official Video),1,https://i.ytimg.com/vi/7esz7R9p_40/default.jpg,1,0,0,1,0,0,2017,V
"Kungs - More Mess (Official Video) ft. Olly Murs, Coely",1.1,https://i.ytimg.com/vi/YYmlI7yT9cg/default.jpg,1,0,0,1,0,0,2017,V
"Zedd, Liam Payne - Get Low (Street Video)",1.6,https://i.ytimg.com/vi/PbW14E2eHJ0/default.jpg,1,0,0,1,0,0,2017,V
Hurricane Irma death toll rises to 10 in Cuba,1.1,https://i.ytimg.com/vi/B7YaMkCl3XA/default.jpg,1,0,0,0,0,0,2017,V
What Hillary Clinton really thinks,1.1,https://i.ytimg.com/vi/GGm0FQ6i74U/default.jpg,1,0,0,0,0,0,2017,V
"From the air, Irma's catastrophic wrath is undeniable",1,https://i.ytimg.com/vi/l_uNfGY3v8E/default.jpg,1,0,0,0,0,0,2017,V
Hurricane Jose 5 a.m. advisory,1.1,https://i.ytimg.com/vi/HwYK5Ay1YNQ/default.jpg,1,0,0,0,0,0,2017,V
Surveying Hurricane Irma's Damage in Southwest Florida,1,https://i.ytimg.com/vi/zAXn-v9RdXo/default.jpg,1,0,0,0,0,0,2017,V
Day at the Beach - Mayor Steve Fulop,1,https://i.ytimg.com/vi/_SRNenu07Lw/default.jpg,1,0,0,0,0,0,2017,V
Tommy Wiseau On Why James Franco Was Perfect For 'The Disaster Artist' | Los Angeles Times,1,https://i.ytimg.com/vi/xKXxJcf6_IE/default.jpg,1,0,0,0,0,0,2017,V
Storm Chaser Battles Hurricane IrmaÃ¢â‚¬â„¢s Powerful Winds | NBC News,1.3,https://i.ytimg.com/vi/O4pFdLJmG7M/default.jpg,1,0,0,0,0,0,2017,V
"Drone captures aftermath of Hurricane Irma in Naples, Florida",1.1,https://i.ytimg.com/vi/S6eJbe5GyDo/default.jpg,1,0,0,0,0,0,2017,V
Hillary Clinton speaks,1.1,https://i.ytimg.com/vi/tteLMfFDCb4/default.jpg,1,0,0,0,0,0,2017,V
A Moment of Silence at the National 9/11 Memorial & Museum,1,https://i.ytimg.com/vi/LpZqwLZP5Vs/default.jpg,1,0,0,0,0,0,2017,V
Tracking Hurricane Irma 9/11,1,https://i.ytimg.com/vi/fCh5TVGaTSg/default.jpg,1,0,0,0,0,0,2017,V
Hurricane Irma Makes Landfall in Florida Keys as Powerful Category 4 | TODAY,1.1,https://i.ytimg.com/vi/-cYk6sbe11c/default.jpg,1,0,0,0,0,0,2017,V
"Hurricane Irma Now a Category 3, Could 'Re-Engergize' to Category 4 | MSNBC",1.4,https://i.ytimg.com/vi/_NlKTMvnjIc/default.jpg,1,0,0,0,0,0,2017,V
BBC Anchor Gets LOST on Camera (News Blooper),1.1,https://i.ytimg.com/vi/7Lyo5dCig-U/default.jpg,1,0,0,0,0,0,2017,V
Hurricane Irma News Bloopers,1,https://i.ytimg.com/vi/PJZOghDtOCM/default.jpg,1,0,0,0,0,0,2017,V
Hurricane Irma roars into the Florida Keys and continues up the coast,1,https://i.ytimg.com/vi/vSDCb3bdFlw/default.jpg,1,0,0,0,0,0,2017,V
Steve Bannon: Trump's Access Hollywood tape was a litmus test,1,https://i.ytimg.com/vi/a6sywFdvURE/default.jpg,1,0,0,0,0,0,2017,V
Dad Builds Palace For Dogs,1,https://i.ytimg.com/vi/9e6WeQeBjOI/default.jpg,1,0,0,0,0,0,2017,V
Orlando braces for Hurricane Irma,1,https://i.ytimg.com/vi/mGqR9sgMIyA/default.jpg,1,0,0,0,0,0,2017,V
"Hurricanes Irma, Jose, and Katia, all at once on 9/6/17",2,https://i.ytimg.com/vi/XwW6ZWaQ4bs/default.jpg,1,0,0,0,0,0,2017,V
Live footage as Hurricane Irma destroys Maho Beach Cam in St Maarten   9/6/2017,4,https://i.ytimg.com/vi/dA5qYrboTUE/default.jpg,1,0,0,0,0,0,2017,V
Watch Live Satellite Images Of Hurricane Irma: Evacuation Orders In Place In Florida | TIME,1,https://i.ytimg.com/vi/ezgtjMfgxos/default.jpg,1,0,0,0,0,0,2017,V
The real reason To Kill A Mockingbird became so famous,1.1,https://i.ytimg.com/vi/YSVlSmZWzm0/default.jpg,1,0,0,0,0,0,2017,V
Sarah Huckabee Sanders on Jemele Hill,1,https://i.ytimg.com/vi/cOboLQMO4tQ/default.jpg,1,0,0,0,0,0,2017,V
Hurricane Irma death toll rises to 10 in Cuba,1.1,https://i.ytimg.com/vi/B7YaMkCl3XA/default.jpg,1,0,0,0,0,0,2017,V
"From the air, Irma's catastrophic wrath is undeniable",1.1,https://i.ytimg.com/vi/l_uNfGY3v8E/default.jpg,1,0,0,0,0,0,2017,V
Selena Gomez hand in hand,1,https://i.ytimg.com/vi/QH0fGSqow3c/default.jpg,1,0,0,0,0,0,2017,V
Hurricane Jose 5 a.m. advisory,1.1,https://i.ytimg.com/vi/HwYK5Ay1YNQ/default.jpg,1,0,0,0,0,0,2017,V
Tommy Wiseau On Why James Franco Was Perfect For 'The Disaster Artist' | Los Angeles Times,1,https://i.ytimg.com/vi/xKXxJcf6_IE/default.jpg,1,0,0,0,0,0,2017,V
Storm Chaser Battles Hurricane IrmaÃ¢â‚¬â„¢s Powerful Winds | NBC News,1.3,https://i.ytimg.com/vi/O4pFdLJmG7M/default.jpg,1,0,0,0,0,0,2017,V
Hillary Clinton speaks,1.1,https://i.ytimg.com/vi/tteLMfFDCb4/default.jpg,1,0,0,0,0,0,2017,V
Surveying Hurricane Irma's Damage in Southwest Florida,1,https://i.ytimg.com/vi/zAXn-v9RdXo/default.jpg,1,0,0,0,0,0,2017,V
"Drone captures aftermath of Hurricane Irma in Naples, Florida",1.1,https://i.ytimg.com/vi/S6eJbe5GyDo/default.jpg,1,0,0,0,0,0,2017,V
A Moment of Silence at the National 9/11 Memorial & Museum,1,https://i.ytimg.com/vi/LpZqwLZP5Vs/default.jpg,1,0,0,0,0,0,2017,V
Tracking Hurricane Irma 9/11,1,https://i.ytimg.com/vi/fCh5TVGaTSg/default.jpg,1,0,0,0,0,0,2017,V
Hurricane Irma Makes Landfall in Florida Keys as Powerful Category 4 | TODAY,1.1,https://i.ytimg.com/vi/-cYk6sbe11c/default.jpg,1,0,0,0,0,0,2017,V
"Hurricane Irma Now a Category 3, Could 'Re-Engergize' to Category 4 | MSNBC",1.4,https://i.ytimg.com/vi/_NlKTMvnjIc/default.jpg,1,0,0,0,0,0,2017,V
Hurricane Irma News Bloopers,1,https://i.ytimg.com/vi/PJZOghDtOCM/default.jpg,1,0,0,0,0,0,2017,V
BBC Anchor Gets LOST on Camera (News Blooper),1.1,https://i.ytimg.com/vi/7Lyo5dCig-U/default.jpg,1,0,0,0,0,0,2017,V
Hurricane Irma roars into the Florida Keys and continues up the coast,1,https://i.ytimg.com/vi/vSDCb3bdFlw/default.jpg,1,0,0,0,0,0,2017,V
Dad Builds Palace For Dogs,1,https://i.ytimg.com/vi/9e6WeQeBjOI/default.jpg,1,0,0,0,0,0,2017,V
Steve Bannon: Trump's Access Hollywood tape was a litmus test,1,https://i.ytimg.com/vi/a6sywFdvURE/default.jpg,1,0,0,0,0,0,2017,V
Sarah Huckabee Sanders on Jemele Hill,1,https://i.ytimg.com/vi/cOboLQMO4tQ/default.jpg,1,0,0,0,0,0,2017,V
The real reason To Kill A Mockingbird became so famous,1.1,https://i.ytimg.com/vi/YSVlSmZWzm0/default.jpg,1,0,0,0,0,0,2017,V
Livery Cab Hits Cyclist in East Flatbush,1,https://i.ytimg.com/vi/bUUt0v4ziG4/default.jpg,1,0,0,0,0,0,2017,V
Selena Gomez hand in hand,1,https://i.ytimg.com/vi/QH0fGSqow3c/default.jpg,1,0,0,0,0,0,2017,V
"From the air, Irma's catastrophic wrath is undeniable",1.1,https://i.ytimg.com/vi/l_uNfGY3v8E/default.jpg,1,0,0,0,0,0,2017,V
Hurricane Jose 5 a.m. advisory,1.1,https://i.ytimg.com/vi/HwYK5Ay1YNQ/default.jpg,1,0,0,0,0,0,2017,V
Tommy Wiseau On Why James Franco Was Perfect For 'The Disaster Artist' | Los Angeles Times,1.1,https://i.ytimg.com/vi/xKXxJcf6_IE/default.jpg,1,0,0,0,0,0,2017,V
Storm Chaser Battles Hurricane IrmaÃ¢â‚¬â„¢s Powerful Winds | NBC News,1.3,https://i.ytimg.com/vi/O4pFdLJmG7M/default.jpg,1,0,0,0,0,0,2017,V
Hillary Clinton speaks,1.1,https://i.ytimg.com/vi/tteLMfFDCb4/default.jpg,1,0,0,0,0,0,2017,V
"Drone captures aftermath of Hurricane Irma in Naples, Florida",1.1,https://i.ytimg.com/vi/S6eJbe5GyDo/default.jpg,1,0,0,0,0,0,2017,V
A Moment of Silence at the National 9/11 Memorial & Museum,1,https://i.ytimg.com/vi/LpZqwLZP5Vs/default.jpg,1,0,0,0,0,0,2017,V
22 Injured In Explosion On London Subway Train At Parsons Green Underground Station | TIME,1.1,https://i.ytimg.com/vi/KFUIVfKTeVg/default.jpg,1,0,0,0,0,0,2017,V
Burning device filmed on tube carriage at Parsons Green station,1.1,https://i.ytimg.com/vi/equByOb9j5E/default.jpg,1,0,0,0,0,0,2017,V
How the triplet flow took over rap,1.1,https://i.ytimg.com/vi/3la8bsi4P-c/default.jpg,1,0,0,0,0,0,2017,V
Parsons Green: 'There was a human stampede' - BBC News,1,https://i.ytimg.com/vi/nnTcCS07DKQ/default.jpg,1,0,0,0,0,0,2017,V
Car Hits Cyclist in East Flatbush,1,https://i.ytimg.com/vi/bUUt0v4ziG4/default.jpg,1,0,0,0,0,0,2017,V
London police investigate explosion on train,1,https://i.ytimg.com/vi/CuXq1hOa8_Y/default.jpg,1,0,0,0,0,0,2017,V
Sarah Huckabee Sanders on Jemele Hill,1,https://i.ytimg.com/vi/cOboLQMO4tQ/default.jpg,1,0,0,0,0,0,2017,V
Selena Gomez hand in hand,1,https://i.ytimg.com/vi/QH0fGSqow3c/default.jpg,1,0,0,0,0,0,2017,V
Hurricane Irma death toll rises to 10 in Cuba,1.1,https://i.ytimg.com/vi/B7YaMkCl3XA/default.jpg,1,0,0,0,0,0,2017,V
"From the air, Irma's catastrophic wrath is undeniable",1.1,https://i.ytimg.com/vi/l_uNfGY3v8E/default.jpg,1,0,0,0,0,0,2017,V
Day at the Beach - Mayor Steve Fulop,1,https://i.ytimg.com/vi/_SRNenu07Lw/default.jpg,1,0,0,0,0,0,2017,V
22 Injured In Explosion On London Subway Train At Parsons Green Underground Station | TIME,1.2,https://i.ytimg.com/vi/KFUIVfKTeVg/default.jpg,1,0,0,0,0,0,2017,V
Burning device filmed on tube carriage at Parsons Green station,1.2,https://i.ytimg.com/vi/equByOb9j5E/default.jpg,1,0,0,0,0,0,2017,V
How the triplet flow took over rap,1.1,https://i.ytimg.com/vi/3la8bsi4P-c/default.jpg,1,0,0,0,0,0,2017,V
Parsons Green: 'There was a human stampede' - BBC News,1,https://i.ytimg.com/vi/nnTcCS07DKQ/default.jpg,1,0,0,0,0,0,2017,V
London police investigate explosion on train,1,https://i.ytimg.com/vi/CuXq1hOa8_Y/default.jpg,1,0,0,0,0,0,2017,V
Jennifer Lawrence: My New Horror Film Ã¢â‚¬ËœMother!Ã¢â‚¬â„¢ Is Ã¢â‚¬ËœAn AssaultÃ¢â‚¬â„¢ | TODAY,1,https://i.ytimg.com/vi/OWRufUWhSwM/default.jpg,1,0,0,0,0,0,2017,V
Car Hits Cyclist in East Flatbush,1,https://i.ytimg.com/vi/bUUt0v4ziG4/default.jpg,1,0,0,0,0,0,2017,V
"From the air, Irma's catastrophic wrath is undeniable",1.1,https://i.ytimg.com/vi/l_uNfGY3v8E/default.jpg,1,0,0,0,0,0,2017,V
The Juggalos March on Washington,1,https://i.ytimg.com/vi/xyNX4eH17uA/default.jpg,1,0,0,0,0,0,2017,V
Sperm Donor Meets His 19 Children All Together,1.1,https://i.ytimg.com/vi/0H3MirHyX2w/default.jpg,1,0,0,0,0,0,2017,V
Burning device filmed on tube carriage at Parsons Green station,1.2,https://i.ytimg.com/vi/equByOb9j5E/default.jpg,1,0,0,0,0,0,2017,V
How the triplet flow took over rap,1.2,https://i.ytimg.com/vi/3la8bsi4P-c/default.jpg,1,0,0,0,0,0,2017,V
NASA holds a news conference following Cassini's grand finale,1,https://i.ytimg.com/vi/ioFUoNlWR1o/default.jpg,1,0,0,0,0,0,2017,V
Why The Insane Clown Posse Is Marching On Washington: We're Not A Gang | TIME,1,https://i.ytimg.com/vi/5F_utV45MT0/default.jpg,1,0,0,0,0,0,2017,V
London police investigate explosion on train,1,https://i.ytimg.com/vi/CuXq1hOa8_Y/default.jpg,1,0,0,0,0,0,2017,V
