"title","year","homepage","popularity","romance","horror","action","comedy","fantasy","non-fiction","type"
"Inkheart","2008","http://www.inkheartmovie.com/","6","0","0","1","0","1","0","M"
"Selena","1997","","7","0","0","0","0","1","0","M"
"90 Minutes in Heaven","2015","","5.4","0","0","0","0","1","0","M"
"Let's Kill Ward's Wife","2014","","5.5","0","0","0","1","0","0","M"
"From Dusk Till Dawn","1996","http://www.miramax.com/movie/from-dusk-till-dawn/","6.9","0","1","1","0","0","0","M"
"Pulp Fiction","1994","","8.3","0","1","1","0","0","0","M"
"Modern Times","2036","","8.1","0","0","0","1","1","0","M"
"Harry Brown","2009","","6.7","0","1","1","0","1","0","M"
"The Godfather: Part II","1974","","8.3","0","1","0","0","1","0","M"
"Attack the Block","2011","http://attacktheblock.com/","6.3","0","0","1","1","1","0","M"
"Harper","2066","","6.2","0","1","1","0","1","0","M"
"My Best Friend's Wedding","1997","","6.3","1","0","0","1","0","0","M"
"Premium Rush","2012","http://www.premiumrush.com/","6.2","0","1","1","0","0","0","M"
"PCU","1994","","6","0","0","0","1","0","0","M"
"Wish I Was Here","2014","","6.4","0","0","0","1","1","0","M"
"Hellraiser","1987","","6.9","0","1","0","0","0","0","M"
"Quarantine","2008","","5.5","0","1","1","0","1","0","M"
"The Jackal","1997","","6.1","0","1","1","0","0","0","M"
"The Informant!","2009","http://theinformantmovie.warnerbros.com/","6","0","1","0","1","1","0","M"
"Molly","1999","","5.5","1","0","0","1","1","0","M"
"Night Watch","2004","","6.3","0","0","1","0","1","0","M"
"Crazy Stone","2006","","6.9","0","0","1","1","0","0","M"
"Butterfly","1982","","5","0","1","0","0","1","0","M"
"The Work and the Glory II: American Zion","2005","http://www.workandtheglory.com/","8","0","0","0","0","1","0","M"
"Beloved","1998","","5.9","0","0","1","0","1","0","M"
"My Life in Ruins","2009","http://www.foxsearchlight.com/mylifeinruins/","5.6","1","0","0","1","0","0","M"
"Just My Luck","2006","","5.8","1","0","0","1","1","0","M"
"A True Story","2013","","6.8","0","0","0","1","0","0","M"
"G-Force","2009","http://disney.go.com/disneypictures/gforce/","5.1","0","0","1","1","1","0","M"
"Looney Tunes: Back in Action","2003","","5.6","0","0","0","1","0","0","M"
"Top Hat","2035","","7.4","1","0","0","1","0","1","M"
"Animal House","1978","http://www.animalhouse.com/","7","0","0","0","1","0","0","M"
"Man of the House","2005","","5.4","0","0","1","1","0","0","M"
"Mommie Dearest","1981","","6.5","0","0","0","0","1","0","M"
"Blow","2001","","7.4","0","1","0","0","1","0","M"
"Bridget Jones's Diary","2001","","6.5","1","0","0","1","1","0","M"
"The Muppet Movie","1979","","7","0","0","1","1","0","0","M"
"Run All Night","2015","","6.3","0","1","1","0","1","0","M"
"Frenzy","1972","","7.1","0","1","1","0","1","0","M"
"Dreamcatcher","2003","http://dreamcatchermovie.warnerbros.com/","5.3","0","1","1","0","1","0","M"
"Red Riding Hood","2011","http://www.redridinghoodmovie.com/","5.6","0","1","1","0","1","0","M"
"Big Momma's House 2","2006","","5.4","0","1","0","1","0","0","M"
"White Noise","2005","","5.6","0","1","1","0","1","0","M"
"Sex, Lies, and Videotape","1989","","6.7","0","0","0","0","1","0","M"
"Seabiscuit","2003","http://www.seabiscuitmovie.com/","6.7","0","0","0","0","1","1","M"
"It Happened One Night","2034","","7.7","1","0","0","1","0","0","M"
"Sheena","1984","","5","0","0","1","1","1","0","M"
"Little Women","1994","","7","1","0","0","0","1","0","M"
"Losin' It","1983","","4.5","0","0","0","1","0","0","M"
"Lara Croft: Tomb Raider","2001","","5.7","0","0","1","0","1","0","M"
"Friday the 13th Part VII: The New Blood","1988","","5.3","0","1","1","0","0","0","M"
"Our Idiot Brother","2011","http://www.ouridiotbrother.com/","5.9","0","0","0","1","1","0","M"
"God's Not Dead 2","2016","http://www.godsnotdead.com/","5.7","0","0","0","0","1","0","M"
"Metallica: Through the Never","2013","","6.7","0","0","0","0","0","1","M"
"Mystery, Alaska","1999","","6","0","0","0","1","1","0","M"
"America's Sweethearts","2001","","5.5","1","0","0","1","0","0","M"
"Stoker","2013","http://www.foxsearchlight.com/stoker/","6.5","0","1","1","0","1","0","M"
"Vampires Suck","2010","http://www.dancingwerewolves.com/","4.2","0","1","0","1","0","0","M"
"Message in a Bottle","1999","","5.8","1","0","0","0","1","0","M"
"Pooh's Heffalump Movie","2005","","6.4","0","0","0","1","0","0","M"
"Morning Glory","2010","http://www.morningglorymovie.com/","6.1","1","0","0","1","1","0","M"
"Down in the Valley","2005","http://www.downinthevalleyfilm.com/main.htm","5.9","1","0","0","0","1","0","M"
"1982","2013","https://www.facebook.com/watch1982","5","0","0","0","0","1","0","M"
"The Love Guru","2008","http://www.lovegurumovie.com/","4.3","1","0","0","1","0","0","M"
"The East","2013","http://www.theeastmovie.com/","6.5","0","0","1","0","1","0","M"
"Deep Impact","1998","","5.9","1","0","1","0","1","0","M"
"TMNT","2007","https://www.warnerbros.com/tmnt","6","0","0","1","1","0","0","M"
"Nine Dead","2010","http://www.ninedead.com/","5.2","0","1","1","0","1","0","M"
"Kindergarten Cop","1990","","5.8","0","0","0","1","0","0","M"
"The Spirit","2008","http://www.mycityscreams.com/","4.7","0","1","1","1","1","0","M"
"Death Becomes Her","1992","","6.3","0","0","0","1","1","0","M"
"Scream","1996","","7","0","1","0","0","0","0","M"
"The Beaver","2011","http://www.thebeaver-movie.com/","6.3","0","0","0","0","1","0","M"
"While We're Young","2015","http://while-were-young.com/","5.8","0","1","0","1","1","0","M"
"Paycheck","2003","","5.9","0","1","1","0","1","0","M"
"The Crying Game","1992","http://www.miramax.com/movie/the-crying-game/","6.9","1","1","1","0","1","0","M"
"Save the Last Dance","2001","","6.3","1","0","0","0","1","1","M"
"16 Blocks","2006","","6.2","0","1","1","0","0","0","M"
"Chocolat","2000","","6.8","1","0","0","1","1","0","M"
"Nine","2009","http://nine-movie.com/","5.1","1","0","0","0","1","1","M"
"My Stepmother is an Alien","1988","","5.3","0","0","0","1","1","0","M"
"The Corruptor","1999","","6","0","1","1","0","0","0","M"
"Gosford Park","2001","","6.8","0","1","1","0","1","0","M"
"The Frozen","2012","","4.2","0","1","1","0","0","0","M"
"Lucky You","2007","http://luckyyoumovie.warnerbros.com/","5.4","1","0","0","0","1","0","M"
"Hot Pursuit","2015","","5.4","0","1","1","1","0","0","M"
"In the Land of Blood and Honey","2011","http://www.inthelandofbloodandhoney.com/","5.8","1","0","0","0","1","1","M"
"Poetic Justice","1993","http://www.janetjackson.com","6.9","1","0","0","0","1","0","M"
"The Eye","2008","http://www.theeyethefilm.com","5.5","0","1","1","0","1","0","M"
"The Omega Code","1999","","4.4","0","1","1","0","0","0","M"
"Scott Walker: 30 Century Man","2006","","7","0","0","0","0","0","1","M"
"Basquiat","1996","","6.6","0","0","0","0","1","1","M"
"F.I.S.T.","1978","","6.4","0","0","1","0","1","0","M"
"Beyond the Sea","2004","","6.5","0","0","0","0","1","1","M"
"The Ultimate Gift","2006","","6.8","1","0","0","0","1","0","M"
"Goldfinger","2064","http://www.mgm.com/view/movie/760/Goldfinger/","7.2","0","0","1","0","0","0","M"
"Antibirth","2016","","4.8","0","1","0","0","0","0","M"
"Stolen Summer","2002","","6.4","0","0","0","1","1","0","M"
"George Washington","2000","","6.4","0","0","0","0","1","0","M"
"V for Vendetta","2006","http://vforvendetta.warnerbros.com/","7.7","0","0","1","0","1","0","M"
"Shadowlands","1993","","6.8","1","0","0","0","1","0","M"
"Run Lola Run","1998","","7.2","0","0","1","0","1","0","M"
"True Lies","1994","","6.8","0","0","1","0","0","0","M"
"The Texas Chainsaw Massacre 2","1986","","5.9","0","1","0","0","0","0","M"
"Shooting Fish","1997","http://www.foxsearchlight.com/shootfish/","7","1","1","0","1","0","0","M"
"American Dreamz","2006","","4.9","0","0","0","1","1","0","M"
"The Devil's Tomb","2009","","4","0","1","1","0","1","0","M"
"The Hunting Party","2007","http://www.thehuntingpartymovie.com/","6.6","0","0","1","0","1","0","M"
"Crocodile Dundee in Los Angeles","2001","","4.7","0","0","1","1","0","0","M"
"Topsy-Turvy","1999","","6.7","0","0","0","1","1","1","M"
"Antarctic Edge: 70???????????????????? South","2015","","0","0","0","0","0","0","1","M"
"Everything Must Go","2010","http://www.everythingmustgo-themovie.com","6","1","0","0","1","1","0","M"
"Speedway Junky","1999","http://www.speedwayjunky-themovie.com/","5.2","1","1","0","0","1","0","M"
"The Darkest Hour","2011","http://www.darkesthourmovie.com/","4.8","0","1","1","0","1","0","M"
"The Blair Witch Project","1999","http://www.blairwitch.com/","6.3","0","1","0","0","0","0","M"
"Spanglish","2004","","5.8","0","0","0","1","0","0","M"
"Battle: Los Angeles","2011","http://www.battlela.com","5.5","0","0","1","0","1","0","M"
"Transsiberian","2008","","6.5","0","1","1","0","0","0","M"
"American Splendor","2003","http://www.newline.com/properties/americansplendor.html","7.1","0","0","0","1","1","0","M"
"Simply Irresistible","1999","","5.5","0","0","0","1","0","0","M"
"The Next Three Days","2010","http://www.thenextthreedaysmovie.com/index.html","6.9","1","1","1","0","1","0","M"
"Monster House","2006","http://www.sonypictures.com/movies/monsterhouse/","6.3","0","0","0","1","1","0","M"
"Zero Effect","1998","","6","0","1","1","1","0","0","M"
"The Ice Pirates","1984","","5.7","0","0","1","1","1","0","M"
"All About the Benjamins","2002","","5.8","0","0","1","1","0","0","M"
"Deuce Bigalow: European Gigolo","2005","","4.7","0","0","0","1","0","0","M"
"The Clan of the Cave Bear","1986","","4.8","0","0","1","0","1","0","M"
"Dogtooth","2009","http://www.dogtooth.gr/","6.9","0","0","0","0","1","0","M"
"2046","2004","http://www.wkw2046.com/","6.9","1","0","0","0","1","0","M"
"A Home at the End of the World","2004","","6.8","1","0","0","0","1","0","M"
"Prison","1988","","6.7","0","1","1","0","1","0","M"
"Woodstock","1970","","7.1","0","0","0","0","0","1","M"
"My Name Is Bruce","2007","http://www.dhentertainment.com/projects/1.my-name-bruce/","5.9","0","1","0","1","0","0","M"
"Mortdecai","2015","http://mortdecaithemovie.com/","5.4","0","0","1","1","0","0","M"
"A Better Life","2011","","7","0","0","0","0","1","0","M"
"Superman IV: The Quest for Peace","1987","","4.1","0","0","1","0","1","0","M"
"Madea's Family Reunion","2006","","6","1","0","0","1","1","0","M"
"The Call","2013","http://www.call-movie.com/","6.6","0","1","1","0","0","0","M"
"Shanghai Knights","2003","","6","0","0","1","1","0","0","M"
"Porky's","1981","","6.1","0","0","0","1","0","0","M"
"The Spy Next Door","2010","","5.5","0","0","1","1","0","0","M"
"The Lovers","2015","","4.8","1","0","1","0","1","0","M"
"Antiviral","2012","http://www.lucasclinic.com/","5.7","0","1","0","0","1","0","M"
"Get Rich or Die Tryin'","2005","","6.3","0","0","0","0","1","0","M"
"Partition","2007","","6.4","1","0","0","0","1","0","M"
"Everything Put Together","2001","","5","0","0","0","0","1","0","M"
"Up Close & Personal","1996","","5.9","1","0","0","0","1","0","M"
"Underclassman","2005","","5.5","0","0","1","1","0","0","M"
"Step Up Revolution","2012","","6.7","1","0","0","0","1","1","M"
"Hedwig and the Angry Inch","2001","","7.4","0","0","0","1","0","1","M"
"Smiling Fish & Goat On Fire","1999","","7","1","0","0","1","0","0","M"
"Timeline","2003","","5.4","0","0","1","0","1","0","M"
"Thir13en Ghosts","2001","","5.4","0","1","1","0","0","0","M"
"Philadelphia","1993","","7.6","0","0","0","0","1","0","M"
"The Woman in Black","2012","http://womaninblack.com/","6.1","0","1","1","0","1","0","M"
"Legally Blonde 2: Red, White & Blonde","2003","","5.1","0","0","0","1","0","0","M"
"The Last Big Thing","1998","","6","0","0","0","1","1","0","M"
"Insomnia","2002","","6.8","0","1","1","0","0","0","M"
"Big Fish","2003","","7.6","0","0","1","0","1","0","M"
"Prom Night","2008","http://www.sonypictures.com/movies/promnight/","4.8","0","1","0","0","0","0","M"
"Lost Souls","2000","","4.5","0","1","1","0","0","0","M"
"Unnatural","2015","","4.3","0","1","1","0","0","0","M"
"The Secret Life of Bees","2008","http://www.foxsearchlight.com/thesecretlifeofbees/","7.4","0","0","1","0","0","0","M"
"Boom Town","2040","","6.5","1","0","1","0","1","0","M"
"The Hammer","2007","","6.5","0","0","0","1","0","0","M"
"Ink","2009","","6.4","0","0","1","0","1","0","M"
"The Living Wake","2007","","5","0","0","0","1","0","0","M"
"High School Musical","2006","http://tv.disney.go.com/disneychannel/originalmovies/highschoolmusical/index.html","6.1","0","0","0","1","1","1","M"
"Outbreak","1995","","6.3","0","0","1","0","1","0","M"
"Rotor DR1","2015","","4.7","0","0","0","0","1","0","M"
"Bowfinger","1999","","6","0","0","0","1","0","0","M"
"The Image Revolution","2013","","5.7","0","0","0","0","0","1","M"
"The Black Hole","1979","","6.1","0","0","1","0","1","0","M"
"Days of Heaven","1978","","7.6","1","0","0","0","1","0","M"
"When the Lights Went Out","2012","","5.8","0","1","1","0","1","0","M"
"Little Black Book","2004","","5.2","1","0","0","1","1","0","M"
"The Hoax","2006","","6.4","0","0","0","1","1","0","M"
"Walking With Dinosaurs","2013","http://www.walkingwithdinosaurs.com/movie/","5.2","0","0","1","1","0","0","M"
"Stormbreaker","2006","","5.1","0","0","1","0","0","0","M"
"Broken City","2013","http://www.brokencitymovie.com/","5.7","0","1","1","0","1","0","M"
"Radio Days","1987","","7","0","0","0","1","1","0","M"
"The Queen","2006","http://www.thequeenmovie.co.uk/","6.8","0","0","0","0","1","0","M"
"Little Voice","1998","","6.6","0","0","0","1","1","0","M"
"Niagara","2053","","6.7","0","1","1","0","1","0","M"
"Bamboozled","2000","","6.3","0","0","0","1","1","0","M"
"Repo! The Genetic Opera","2008","","6.7","0","1","0","1","1","1","M"
"Star Wars: Episode III - Revenge of the Sith","2005","http://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith","7.1","0","0","1","0","1","0","M"
"Out of Africa","1985","","7","0","0","0","0","1","0","M"
"The 40 Year Old Virgin","2005","http://www.universalstudiosentertainment.com/the-40-year-old-virgin/","6.2","1","0","0","1","0","0","M"
"Mooz-lum","2011","http://moozlumthemovie.com","4.5","0","0","0","0","1","0","M"
"Over the Hedge","2006","","6.3","0","0","0","1","0","0","M"
"The Wave","2008","http://www.welle.film.de/","7.5","0","0","1","0","1","0","M"
"Charlie Bartlett","2008","http://www.charliebartlett-themovie.com/","6.5","0","0","0","1","1","0","M"
"I Love You, Man","2009","http://www.iloveyouman.com/","6.5","0","0","0","1","0","0","M"
"Justin Bieber: Never Say Never","2011","http://www.justinbieberneversaynever.com/","4.8","0","0","0","0","0","1","M"
"Beginners","2010","http://focusfeatures.com/beginners","6.8","1","0","0","1","1","0","M"
"The Cell","2000","","6","0","1","1","0","1","0","M"
"Grace of Monaco","2014","","5.8","1","0","0","0","1","0","M"
"55 Days at Peking","2063","","6.3","0","0","1","0","1","1","M"
"The Lord of the Rings: The Return of the King","2003","http://www.lordoftherings.net","8.1","0","0","1","0","1","0","M"
"The Sitter","2011","","5.4","0","0","0","1","0","0","M"
"Play It to the Bone","1999","","5.7","0","0","0","1","1","0","M"
"The Way of the Gun","2000","","6.4","0","1","1","0","1","0","M"
"School for Scoundrels","2006","","5.6","1","0","0","1","1","0","M"
"Tears of the Sun","2003","","6.4","0","0","1","0","1","1","M"
"Bad Teacher","2011","http://www.areyouabadteacher.com/","5.4","0","0","0","1","0","0","M"
"Dune","1984","","6.5","0","0","1","0","1","0","M"
"A Beginner's Guide to Snuff","2016","","0","0","1","1","1","0","0","M"
"Treachery","2013","","4.8","0","0","0","0","1","0","M"
"The Wicked Lady","1983","","4.3","0","0","1","0","1","0","M"
"Underworld","2003","http://www.sonypictures.com/movies/underworld/site/main.html","6.6","0","0","1","0","1","0","M"
"Little Man","2006","http://www.littleman-movie.com/","5.3","0","1","0","1","0","0","M"
"The Mothman Prophecies","2002","","6.1","0","1","0","0","1","0","M"
"The House of the Devil","2009","","6","0","1","0","0","0","0","M"
"In Cold Blood","1967","","7.4","0","1","0","0","1","0","M"
"Restoration","2016","","5.3","0","1","0","0","0","0","M"
"Happily N'Ever After","2006","http://www.happilyneverafterthefilm.com/","4.6","0","0","0","1","1","0","M"
"Exit Wounds","2001","http://www.exitwounds.net/","5.3","0","1","1","0","0","0","M"
"The Loss of Sexual Innocence","1999","","5.2","0","0","0","0","1","0","M"
"Dr. No","2062","http://www.mgm.com/#/our-titles/566/Dr.-No","6.9","0","0","1","0","0","0","M"
"Derailed","2005","http://weinsteinco.com/films/derailed/","6.1","0","0","1","0","1","0","M"
"Heroes of Dirt","2015","","0","0","0","1","0","1","0","M"
"The Lord of the Rings: The Two Towers","2002","http://www.lordoftherings.net/","8","0","0","1","0","1","0","M"
"Thirteen Conversations About One Thing","2001","","6.4","0","0","0","0","1","0","M"
"Lilo & Stitch","2002","","7.1","0","0","0","1","0","0","M"
"This Is Martin Bonner","2013","http://www.montereymedia.com/theatrical/films/this_is_martin_bonner.html","6.6","0","0","0","0","1","0","M"
"12 Angry Men","2057","","8.2","0","0","0","0","1","0","M"
"Edtv","1999","","5.7","0","0","0","1","0","0","M"
"The Nun's Story","2059","","7.4","0","0","0","0","1","0","M"
"Holy Motors","2012","","6.9","0","0","0","0","1","0","M"
"The Triplets of Belleville","2003","http://www.sonyclassics.com/triplets/","7.3","0","0","1","1","1","0","M"
"Latter Days","2003","","6.7","1","0","0","1","1","0","M"
"I Don't Know How She Does It","2011","http://www.weinsteinco.com/#/film/idontknowhow","5","1","0","0","1","0","0","M"
"Cinderella Man","2005","http://www.cinderellamanmovie.com/index.php","7.3","1","0","0","0","1","1","M"
"The Iron Lady","2011","http://weinsteinco.com/sites/iron-lady/","6.2","0","0","0","0","1","1","M"
"Mean Girls","2004","http://www.meangirls.com/","6.9","0","0","0","1","0","0","M"
"Ride Along","2014","","6.1","0","0","1","1","0","0","M"
"The Christmas Bunny","2010","http://www.thechristmasbunny.com/","5.7","0","0","0","0","1","0","M"
"Love and Death on Long Island","1997","","6.9","1","0","0","0","1","0","M"
"The Nut Job","2014","","5.5","0","0","1","1","0","0","M"
"How Green Was My Valley","2041","","6.8","0","0","0","0","1","0","M"
"She's All That","1999","","5.7","1","0","0","1","0","0","M"
"Country Strong","2010","http://www.countrystrong-movie.com/","5.9","1","0","0","0","1","0","M"
"Beetlejuice","1988","","7.1","0","0","0","1","1","0","M"
"Of Horses and Men","2013","http://hrosss.is/the-film/","6.9","1","0","0","1","1","0","M"
"High Plains Drifter","1973","","7.4","0","0","1","0","0","0","M"
"Heavenly Creatures","1994","http://www.miramax.com/movie/heavenly-creatures","7","0","0","0","0","1","0","M"
"Corky Romano","2001","","4.1","0","1","1","1","0","0","M"
"Non-Stop","2014","","6.8","0","1","1","0","0","0","M"
"The American","2010","http://focusfeatures.com/film/the_american/","5.8","0","1","1","0","1","0","M"
"The Great Beauty","2013","http://www.indigofilm.it/produzioni/film/61/la-grande-bellezza/","7.3","0","0","0","1","1","0","M"
"Detention of the Dead","2012","http://www.detentionofthedead.com","4.5","0","1","0","1","0","0","M"
"What Women Want","2000","","6.1","1","0","0","1","0","0","M"
"The Apostle","1997","","6.1","0","0","0","0","1","0","M"
"Big Momma's House","2000","","5.6","0","1","0","1","0","0","M"
"Christmas Mail","2010","","5","0","0","0","1","0","0","M"
"Valley of the Wolves: Iraq","2006","","4.3","0","0","1","0","1","0","M"
"Shallow Hal","2001","","5.7","1","0","0","1","0","0","M"
"Savva. Heart of the Warrior","2015","http://www.savvafilm.com/","6.4","0","0","1","1","1","0","M"
"The Christmas Candle","2013","http://www.thechristmascandlemovie.com/","5.8","0","0","0","0","1","0","M"
"U-571","2000","http://www.u-571.com/","6.1","0","0","1","0","1","1","M"
"Chernobyl Diaries","2012","http://www.chernobyldiaries.com/","4.9","0","1","1","0","0","0","M"
"The Life of David Gale","2003","","7.3","0","1","1","0","1","0","M"
"Hatchet","2006","http://www.hatchetmovie.com/","5.7","0","1","0","1","0","0","M"
"Battlefield Earth","2000","","3","0","0","1","0","1","1","M"
"Stone Cold","1991","","5.7","0","1","1","0","0","0","M"
"Hustle & Flow","2005","","6.9","0","0","0","0","1","0","M"
"Winged Migration","2001","","7","0","0","0","0","0","1","M"
"Bolt","2008","http://movies.disney.com/bolt","6.3","0","0","1","1","0","0","M"
"Igby Goes Down","2002","","6.5","0","0","0","1","1","0","M"
"Miss March","2009","","5.4","1","0","0","1","0","0","M"
"The Forest","2016","http://theforestisreal.com/","4.8","0","1","1","0","0","0","M"
"The Secret of Kells","2009","http://www.thesecretofkells.com/","7.3","0","0","0","1","1","0","M"
"Burn After Reading","2008","","6.5","0","0","0","1","1","0","M"
"Kill Bill: Vol. 2","2004","","7.6","0","1","1","0","0","0","M"
"One Hour Photo","2002","","6.6","0","1","1","0","0","0","M"
"Feast","2005","http://www.feast-movie.com/","6.1","0","1","1","1","0","0","M"
"Mary Reilly","1996","","5.7","1","1","1","0","1","0","M"
"The Man in the Iron Mask","1998","","6.3","0","0","1","0","1","0","M"
"The Wraith","1986","","5.9","1","1","1","0","1","0","M"
"Wrong Turn","2003","","6","0","1","1","0","0","0","M"
"Sea of Love","1989","","6.7","0","1","0","0","1","0","M"
"Grave Encounters","2011","http://www.grave-encounters.tv/","6.1","0","1","1","0","0","0","M"
"Independence Daysaster","2013","","4.2","0","0","1","0","1","0","M"
"Dance Flick","2009","","4.7","0","0","1","1","0","1","M"
"The Vatican Tapes","2015","","4.6","0","1","1","0","0","0","M"
"Star Wars: Episode II - Attack of the Clones","2002","http://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones","6.4","0","0","1","0","1","0","M"
"Killers","2010","http://killersfilm.com/","5.7","1","0","1","1","0","0","M"
"The Perfect Host","2010","http://theperfecthostmovie.com/","6.2","0","1","1","1","0","0","M"
"Never Let Me Go","2010","http://www.foxsearchlight.com/neverletmego/","6.8","1","0","0","0","1","0","M"
"ParaNorman","2012","http://paranorman.com","6.7","0","0","1","1","0","0","M"
"Cursed","2005","","5.1","0","1","0","1","0","0","M"
"The Shadow","1994","","5.4","0","0","1","0","1","0","M"
"Br??????????????????no","2009","","5.4","0","0","0","1","0","0","M"
"Walter","2015","","5.3","0","0","0","1","1","0","M"
"Willard","2003","","5.8","0","1","0","0","0","0","M"
"Layer Cake","2004","http://www.sonypictures.co.uk/homevideo/layercake/index.html","7","0","1","1","0","1","0","M"
"The Five-Year Engagement","2012","http://www.thefiveyearengagementmovie.com/","5.7","0","0","0","1","0","0","M"
"Spider-Man 2","2004","http://www.sonypictures.com/movies/spider-man2/","6.7","0","0","1","0","1","0","M"
"Driving Lessons","2006","","6.3","0","0","0","1","1","0","M"
"Shakespeare in Love","1998","","6.8","1","0","0","0","0","1","M"
"Silent Hill: Revelation 3D","2012","","5","0","1","1","0","0","0","M"
"Sphinx","1981","","6","0","1","1","0","0","0","M"
"Charlotte's Web","2006","","5.8","0","0","0","1","1","0","M"
"Da Sweet Blood of Jesus","2014","","4.1","1","0","1","1","0","0","M"
"The Company","2007","","7","0","0","0","0","1","0","M"
"Ice Age","2002","http://www.iceagemovies.com/films/ice-age","7.1","0","0","1","1","0","0","M"
"Tango & Cash","1989","","6.1","0","0","1","1","0","0","M"
"A Cinderella Story","2004","http://www2.warnerbros.com/acinderellastory/index.html","6.1","0","0","0","1","0","0","M"
"Monsters, Inc.","2001","http://movies.disney.com/monsters-inc","7.5","0","0","0","1","0","0","M"
"Jonah: A VeggieTales Movie","2002","","6.4","1","0","1","1","1","0","M"
"It's a Wonderful Afterlife","2010","http://www.itsawonderfulafterlife.com/","4.3","1","0","0","1","0","0","M"
"Secretariat","2010","http://disney.go.com/disneypictures/secretariat/","6.8","0","0","0","0","1","0","M"
"Saw IV","2007","http://movies.break.com/saw4/","5.9","0","1","1","0","0","0","M"
"Stitches","2012","","5.5","0","1","0","0","0","0","M"
"Iron Man 3","2013","http://marvel.com/ironman3","6.8","0","0","1","0","1","0","M"
"Safe Men","1998","","6.3","0","1","0","1","0","0","M"
"JFK","1991","","7.5","0","0","1","0","1","1","M"
"Star Trek: Insurrection","1998","","6.3","0","0","1","0","1","0","M"
"Dysfunctional Friends","2012","","5","1","0","0","1","0","0","M"
"Raising Cain","1992","","5.9","0","1","1","0","1","0","M"
"Elza","2011","","0","0","0","0","0","1","0","M"
"Extremely Loud & Incredibly Close","2011","http://extremelyloudandincrediblyclose.warnerbros.com/","6.9","0","0","0","0","1","0","M"
"Under the Tuscan Sun","2003","","6.4","1","0","0","1","1","0","M"
"Hackers","1995","","6.2","0","1","1","0","1","0","M"
"Salton Sea","2002","","7","0","1","1","0","1","0","M"
"Licence to Kill","1989","http://www.mgm.com/view/movie/1111/License-to-Kill/","5.9","0","0","1","0","0","0","M"
"Disturbing Behavior","1998","","5.5","0","1","0","0","1","0","M"
"Jawbreaker","1999","","5.9","0","0","0","1","0","0","M"
"Some Like It Hot","2059","","8","1","0","0","1","0","0","M"
"My Dog Tulip","2009","","7.6","0","0","0","1","1","0","M"
"Mr. 3000","2004","","5","0","0","0","1","1","0","M"
"The Mighty Macs","2009","http://www.themightymacs.com/","5","0","0","1","0","1","0","M"
"Minority Report","2002","","7.1","0","1","1","0","1","0","M"
"Win a Date with Tad Hamilton!","2004","","5.5","1","0","0","1","0","0","M"
"Kiss Kiss Bang Bang","2005","","7.2","0","1","1","1","0","0","M"
"Easy Money","2010","http://www.filmensnabbacash.se/","6.5","0","1","1","0","1","0","M"
"Jurassic Park","1993","http://www.jurassicpark.com/","7.6","0","0","1","0","1","0","M"
"Billy Elliot","2000","","7.4","0","0","0","1","1","1","M"
"The Thomas Crown Affair","1999","","6.6","1","1","0","0","1","0","M"
"Two Lovers","2008","","6.6","1","0","0","0","1","0","M"
"It's Kind of a Funny Story","2010","http://focusfeatures.com/its_kind_of_a_funny_story","6.9","0","0","0","1","1","0","M"
"Black November","2012","","6.4","0","1","1","0","1","0","M"
"Antarctica: A Year on Ice","2013","http://www.frozensouth.com/","7.2","0","0","1","0","1","1","M"
"The Grudge 2","2006","http://www.sonypictures.com/homevideo/thegrudge2/","5.2","0","1","1","0","0","0","M"
"The Hills Have Eyes 2","2007","","5.2","0","1","1","0","0","0","M"
"Cyrus","2010","http://www.foxsearchlight.com/cyrus/","6.1","1","0","0","1","1","0","M"
"Kiss the Bride","2007","","4.2","1","0","0","1","1","0","M"
"Titanic","1997","http://www.titanicmovie.com","7.5","1","0","1","0","1","0","M"
"The Statement","2003","","5.9","0","0","1","0","1","0","M"
"Brokedown Palace","1999","","6.2","0","0","1","0","1","0","M"
"Friday","1995","http://www.newline.com/properties/friday.html","7","0","0","0","1","0","0","M"
"Eden Lake","2008","","6.7","0","1","1","0","0","0","M"
"Abduction","2011","http://www.abductionthefilm.com/","5.6","0","1","1","0","0","0","M"
"Bicentennial Man","1999","","6.9","0","0","0","1","1","0","M"
"The Awakening","2011","","6.3","0","1","1","0","0","0","M"
"The Lost Weekend","2045","","7.4","0","0","0","0","1","0","M"
"The Shaggy Dog","2006","http://movies.disney.com/the-shaggy-dog-2006","4.5","0","0","0","1","0","0","M"
"City Island","2009","","6.9","0","0","0","1","1","0","M"
"Apocalypse Now","1979","http://www.apocalypsenow.com","8","0","0","0","0","1","1","M"
"Ice Age: Continental Drift","2012","http://www.iceagemovies.com/films/ice-age-continental-drift","6.2","0","0","1","1","0","0","M"
"Exam","2009","http://www.examthemovie.com/","6.6","0","1","1","0","0","0","M"
"Speed Racer","2008","http://www.speedracerthemovie.warnerbros.com/","5.7","0","0","1","0","1","0","M"
"The Matrix Reloaded","2003","","6.7","0","0","1","0","1","0","M"
"Shark Tale","2004","","5.8","0","0","1","1","0","0","M"
"Mission: Impossible","1996","http://www.missionimpossible.com/","6.7","0","0","1","0","0","0","M"
"Censored Voices","2015","http://www.censoredvoices.com/","5.1","0","0","0","0","0","1","M"
