"title","year","homepage","popularity","romance","horror","action","comedy","fantasy","non-fiction","type"
"Aquamarine","2006","http://www.aquamarinemovie.com/","5.8","1","0","0","1","1","0","M"
"Stuck on You","2003","","5.1","0","0","0","1","0","0","M"
"A Funny Thing Happened on the Way to the Forum","2066","","6.1","0","0","0","1","0","1","M"
"The Game","1997","","7.5","0","1","1","0","1","0","M"
"Barnyard","2006","","5.3","0","0","0","1","0","0","M"
"Silent Trigger","1996","","5","0","0","1","0","1","0","M"
"Soul Plane","2004","","4.7","1","0","0","1","0","0","M"
"Full Frontal","2002","","4.8","1","0","0","1","1","0","M"
"Cypher","2002","http://www.miramax.com/cypher/","6.7","0","1","1","0","1","0","M"
"The Prisoner of Zenda","2037","","8.4","1","0","1","0","1","0","M"
"Reindeer Games","2000","","5.4","0","0","1","0","0","0","M"
"Fantasia","2040","http://movies.disney.com/fantasia","7.2","0","0","0","1","0","1","M"
"The Pelican Brief","1993","","6.3","0","1","1","0","1","0","M"
"Out of the Blue","1980","","6.5","0","0","0","0","1","0","M"
"The General's Daughter","1999","","6.1","0","1","1","0","1","0","M"
"Food, Inc.","2008","http://www.takepart.com/foodinc","7.4","0","0","0","0","0","1","M"
"Out of the Blue","2006","","5.9","0","0","0","0","1","0","M"
"Fireproof","2008","http://www.fireproofthemovie.com/","7","0","0","0","0","1","0","M"
"Poltergeist","1982","","7","0","1","0","0","0","0","M"
"The Mighty","1998","","7.1","0","0","0","1","1","0","M"
"Big Eyes","2014","","6.8","0","0","0","0","1","0","M"
"The Stepfather","2009","http://www.welcometothefamily.com/","5.4","0","1","1","0","0","0","M"
"Moby Dick","2056","","6.9","0","0","1","0","1","0","M"
"Madagascar 3: Europe's Most Wanted","2012","","6.4","0","0","0","1","0","0","M"
"What Lies Beneath","2000","","6.3","0","1","1","0","1","0","M"
"Brothers","2009","","6.8","0","0","1","0","1","1","M"
"Maurice","1987","","7.1","1","0","0","0","1","0","M"
"Flame & Citron","2008","http://www.flammenogcitronen.dk/","6.8","0","1","0","0","1","1","M"
"D.E.B.S.","2004","","5.6","0","0","1","0","0","0","M"
"The Patriot","2000","","6.8","0","0","1","0","1","1","M"
"Grace Unplugged","2013","http://www.graceunplugged.com/","6","0","0","0","0","1","1","M"
"Baby Geniuses","1999","","3.3","0","0","0","1","1","0","M"
"Deterrence","2000","","6.1","0","1","1","0","1","0","M"
"Shaun of the Dead","2004","","7.5","0","1","0","1","0","0","M"
"The Greatest","2009","","6.2","0","0","0","0","1","0","M"
"Cat on a Hot Tin Roof","2058","","7.6","1","0","0","0","1","0","M"
"I Spy","2002","","5.2","0","0","1","1","0","0","M"
"Snow Dogs","2002","","5.3","0","0","1","1","0","0","M"
"Superman III","1983","","5.3","0","0","1","1","1","0","M"
"RoboCop 3","1993","","4.2","0","1","1","0","1","0","M"
"End of Days","1999","http://www.end-of-days.com/","5.5","0","1","1","0","1","0","M"
"The Death and Life of Bobby Z","2007","","5.8","0","1","1","0","1","0","M"
"Knockaround Guys","2001","http://www.newline.com/properties/knockaroundguys.html","5.9","0","1","1","0","0","0","M"
"Straight Out of Brooklyn","1991","","4.3","0","0","0","0","1","0","M"
"Enemy of the State","1998","","6.7","0","0","1","0","1","0","M"
"Someone Like You...","2001","","6","1","0","0","1","0","0","M"
"Another Happy Day","2011","","6.2","0","0","0","1","1","0","M"
"Synecdoche, New York","2008","http://www.sonyclassics.com/synecdocheny","7.4","0","0","0","0","1","0","M"
"Young Sherlock Holmes","1985","","6.7","0","1","1","0","1","0","M"
"Death to Smoochy","2002","","5.9","0","1","1","1","1","0","M"
"Closer to the Moon","2013","","6.4","0","0","0","1","1","0","M"
"Cloudy with a Chance of Meatballs 2","2013","","6.4","0","0","0","1","0","0","M"
"Welcome Home Roscoe Jenkins","2008","","5.7","0","0","0","1","1","0","M"
"The Kid","2000","http://movies.disney.com/the-kid","6","0","0","0","1","1","0","M"
"The Kids Are All Right","2010","http://filminfocus.com/focusfeatures/film/the_kids_are_all_right/","6.5","0","0","0","1","1","0","M"
"Down & Out With The Dolls","2003","","0","0","0","0","1","0","1","M"
"EuroTrip","2004","","6.5","0","0","0","1","0","0","M"
"My Girl","1991","","7","0","0","0","1","1","0","M"
"In the Company of Men","1997","","6.8","0","0","0","1","1","0","M"
"The Bounty","1984","","6.5","0","0","1","0","1","1","M"
"Ca$h","2010","","6","0","1","1","1","0","0","M"
"Alex & Emma","2003","http://alexandemmamovie.warnerbros.com/","5","1","0","0","1","0","0","M"
"Re-Kill","2015","","4.9","0","1","0","0","1","0","M"
"A Room for Romeo Brass","1999","","7.3","0","0","0","1","1","0","M"
"The Bad Lieutenant: Port of Call - New Orleans","2009","","6","0","1","0","0","1","0","M"
"Butch Cassidy and the Sundance Kid","1969","","7.4","0","1","1","0","1","1","M"
"A Fistful of Dollars","2064","","7.6","0","0","1","0","0","0","M"
"Agent Cody Banks 2: Destination London","2004","http://www.mgm.com/view/Movie/33/","5.2","0","0","0","1","0","0","M"
"Red Dragon","2002","","6.7","0","1","1","0","0","0","M"
"Pink Ribbons, Inc.","2011","http://www.nfb.ca/film/pink_ribbons_inc_clip/","6.8","0","0","0","0","0","1","M"
"Scrooged","1988","","6.7","0","0","0","1","1","0","M"
"Are We There Yet?","2005","","5.2","1","0","1","1","0","0","M"
"Grudge Match","2013","","6","0","0","0","1","0","0","M"
"Princess Mononoke","1997","","8.2","0","0","1","1","1","0","M"
"Shin Godzilla","2016","","6.5","0","1","1","0","1","0","M"
"Harry Potter and the Philosopher's Stone","2001","http://harrypotter.warnerbros.com/harrypotterandthedeathlyhallows/mainsite/index.html","7.5","0","0","1","0","1","0","M"
"Wicker Park","2004","","6.7","1","1","1","0","1","0","M"
"Fur: An Imaginary Portrait of Diane Arbus","2006","http://www.furmovie.com/","5.8","1","1","0","0","1","0","M"
"She Done Him Wrong","2033","","5.1","0","0","0","1","0","0","M"
"It's Complicated","2009","http://itscomplicatedmovie.com/","6.2","1","0","0","1","0","0","M"
"Foolish","1999","","6.3","0","0","0","1","1","0","M"
"The Debt","2010","http://www.debt-themovie.com/","6.3","0","0","1","0","1","0","M"
"Undiscovered","2005","http://www.undiscoveredfilm.com/","4.5","1","0","0","1","0","0","M"
"Wah-Wah","2005","","6.3","0","0","0","0","1","0","M"
"25th Hour","2002","","7.2","0","1","0","0","1","0","M"
"Fighting Tommy Riley","2005","","5.3","0","0","1","0","1","0","M"
"Deck the Halls","2006","","5.1","0","0","0","1","0","0","M"
"Big Trouble","2002","","6.3","0","0","1","1","0","0","M"
"Indiana Jones and the Temple of Doom","1984","http://www.indianajones.com","7.1","0","0","1","0","0","0","M"
"Mary Poppins","2064","","7.4","0","0","0","1","1","0","M"
"Bobby","2006","","6.4","0","0","0","0","1","1","M"
"Frat Party","2009","","3.5","1","0","0","1","0","0","M"
"The Haunting of Molly Hartley","2008","http://www.mylifetime.com/movies/the-haunting-of-molly-hartley","4.3","0","1","0","0","1","0","M"
"Ocean's Twelve","2004","http://oceans12.warnerbros.com/","6.4","0","1","1","0","0","0","M"
"War, Inc.","2008","http://www.firstlookstudios.com/films/warinc/","5.6","0","0","1","1","0","0","M"
"A Man Apart","2003","http://www.newline.com/properties/manaparta.html","5.8","0","0","1","0","1","0","M"
"Cloudy with a Chance of Meatballs","2009","http://www.cloudywithachanceofmeatballs.com/","6.5","0","0","0","1","0","0","M"
"Vera Drake","2004","","6.8","0","1","0","0","1","0","M"
"Confidence","2003","","6.4","0","1","1","1","0","0","M"
"Knock Off","1998","","4.7","0","0","1","0","0","0","M"
"Bachelorette","2012","https://www.facebook.com/bachelorettemovie/","5.3","1","0","0","1","0","0","M"
"Slacker Uprising","2007","","5.9","0","0","0","0","0","1","M"
"October Baby","2011","http://www.octoberbabymovie.net/","6.8","0","0","0","0","1","0","M"
"The Big Year","2011","","5.6","0","0","0","1","0","0","M"
"Headhunters","2011","","7.1","0","1","1","0","0","0","M"
"A Passage to India","1984","","6.9","0","0","1","0","1","1","M"
"Snow Flower and the Secret Fan","2011","http://www.foxsearchlight.com/snowflowerandthesecretfan/","5.3","0","0","0","0","1","1","M"
"World Trade Center","2006","","5.9","0","0","1","0","1","1","M"
"The Mudge Boy","2003","","7.3","0","0","0","0","1","0","M"
"Faith Connections","2013","","4.2","0","0","0","0","1","1","M"
"A Lonely Place to Die","2011","","6.2","0","1","1","0","0","0","M"
"Did You Hear About the Morgans?","2009","","5.1","0","0","0","1","0","0","M"
"Semi-Pro","2008","http://newline.com/properties/semipro.html","5.4","0","0","0","1","0","0","M"
"Half Past Dead","2002","","4.6","0","1","1","0","0","0","M"
"The Big Hit","1998","","6.1","0","0","1","1","0","0","M"
"Welcome to the Sticks","2008","http://www.bienvenuechezleschtis-lefilm.com/","6.8","0","0","0","1","0","0","M"
"The Client","1994","","6.4","0","1","1","0","1","0","M"
"A Turtle's Tale: Sammy's Adventures","2010","","5.6","0","0","0","1","0","0","M"
"The Masked Saint","2016","http://freestylereleasing.com/the-masked-saint/","2.9","0","1","1","0","0","0","M"
"Hotel Rwanda","2004","http://www.metrofilms.com/hotelrwanda/","7.5","0","0","0","0","1","1","M"
"City By The Sea","2002","","5.7","0","1","0","0","1","0","M"
"Bloody Sunday","2002","","7.2","0","0","1","0","1","1","M"
"Tucker and Dale vs Evil","2010","","7.3","0","1","0","1","0","0","M"
"They Live","1988","http://www.theofficialjohncarpenter.com/they-live/","7.1","0","1","1","0","1","0","M"
"Megiddo: The Omega Code 2","2001","","3.6","0","0","1","0","1","0","M"
"The Truman Show","1998","","7.8","0","0","0","1","1","0","M"
"Lars and the Real Girl","2007","http://www.larsandtherealgirl-themovie.com/","7.1","1","0","0","1","1","0","M"
"GoodFellas","1990","http://www.warnerbros.com/goodfellas","8.2","0","1","0","0","1","0","M"
"Mutant World","2014","","2.6","0","0","0","0","1","0","M"
"Penitentiary","1979","","4.9","0","0","1","0","1","0","M"
"The Book Thief","2013","http://www.thebookthief.com/","7.4","0","0","0","0","1","0","M"
"The Rocket: The Legend of Rocket Richard","2005","http://www.northernstars.ca/titles/2005/maurice_richard.html","6.1","0","0","0","0","1","0","M"
"City of Life and Death","2009","http://www.cityoflifeanddeath.co.uk/","7.6","0","0","0","0","1","1","M"
"Underworld: Awakening","2012","http://www.entertheunderworld.com/","6.1","0","1","1","0","1","0","M"
"8 Days","2014","","0","0","0","1","0","1","0","M"
"Die Another Day","2002","http://www.mgm.com/view/movie/232/Die-Another-Day/","5.8","0","0","1","0","0","0","M"
"Modern Problems","1981","","5.6","0","0","0","1","0","0","M"
"It's a Mad, Mad, Mad, Mad World","2063","","7","0","1","1","1","0","0","M"
"Capote","2005","http://www.sonyclassics.com/capote/","6.8","0","1","0","0","1","0","M"
"Beneath the Planet of the Apes","1970","","6.2","0","1","1","0","1","0","M"
"Beer League","2006","http://www.beerleaguethemovie.com/","5.3","0","0","0","1","0","0","M"
"Devil","2010","http://www.thenightchronicles.com/devil/","5.8","0","1","1","0","0","0","M"
"Fame","2009","","5.5","1","0","0","1","1","1","M"
"Very Bad Things","1998","","6.2","0","1","1","1","0","0","M"
"Witchboard","1986","","5.9","0","1","0","0","0","0","M"
"The Ladykillers","2004","","6","0","1","1","1","0","0","M"
"Manito","2002","","5.5","0","0","0","0","1","0","M"
"R.I.P.D.","2013","http://www.ripd.com/","5.4","0","1","1","1","1","0","M"
"Sleepover","2004","","5.3","0","0","0","1","0","0","M"
"Bon voyage","2003","","5.7","0","0","0","1","1","0","M"
"Bound","1996","","6.9","1","1","1","0","1","0","M"
"Good","2008","","6.3","0","0","0","0","1","0","M"
"Legend of a Rabbit","2011","","3","0","0","1","1","0","0","M"
"Desperado","1995","","6.8","0","1","1","0","0","0","M"
"N-Secure","2010","http://www.imdb.com/title/tt1289419/","4.3","0","1","1","0","1","0","M"
"The Rugrats Movie","1998","","5.7","0","0","0","1","0","0","M"
"Harriet the Spy","1996","","5.7","0","0","0","1","1","0","M"
"Mona Lisa Smile","2003","","6.5","1","0","0","0","1","0","M"
"The Bucket List","2007","http://www.warnerbros.com/bucket-list","7","0","0","0","1","1","0","M"
"Swelter","2014","","4.6","0","0","1","0","1","0","M"
"The Guru","2002","","5.1","1","0","0","1","0","0","M"
"The Lost Skeleton of Cadavra","2001","","6.5","0","1","0","1","1","0","M"
"Snake Eyes","1998","","5.8","0","1","0","0","0","0","M"
"At First Sight","1999","","5.9","1","0","0","0","1","0","M"
"The Replacements","2000","","6.1","0","0","0","1","0","0","M"
"Notes on a Scandal","2006","http://www.foxsearchlight.com/NOAS/","6.9","1","0","0","0","1","0","M"
"My Baby's Daddy","2004","","4.3","0","0","0","1","0","0","M"
"Head Over Heels","2001","","5.3","1","0","0","1","0","0","M"
"Benji","1974","http://www.benji.com/MeetBenji.htm","6.1","1","0","1","0","0","0","M"
"Hidalgo","2004","","6.5","0","0","1","0","0","0","M"
"Hitman","2007","http://www.hitmanmovie.com/","5.9","0","1","1","0","1","0","M"
"Red Cliff","2008","http://www.redclifffilm.com","7.1","0","0","1","0","1","0","M"
"Shortbus","2006","http://www.shortbusthemovie.com","6.3","1","0","0","1","1","0","M"
"Nacho Libre","2006","http://www.nacholibre.com/","5.6","0","0","0","1","0","0","M"
"Escape from Planet Earth","2013","http://www.escapeearthmovie.com/","5.7","0","0","1","1","1","0","M"
"Ordinary People","1980","","7.4","0","0","0","0","1","0","M"
"Love in the Time of Cholera","2007","http://www.loveinthetime.com/","6.4","1","0","0","0","1","0","M"
"Winnie Mandela","2011","http://www.dfilmscorp.ca/","5.2","0","0","0","0","1","0","M"
"Lovely, Still","2008","","6.2","1","0","0","0","1","0","M"
"Max Payne","2008","http://www.maxpaynethemovie.com","5.2","0","0","1","0","0","0","M"
"Volver","2006","http://www.volver-lapelicula.com","7.3","1","0","0","1","1","0","M"
"Jack the Giant Slayer","2013","http://jackthegiantkiller.warnerbros.com","5.5","0","0","1","0","1","0","M"
"Nothing","2003","","5.8","0","0","0","1","1","0","M"
"Growing Up Smith","2017","http://www.growingupsmithmovie.com","7.4","0","0","0","1","1","0","M"
"The Prince of Egypt","1998","","6.8","0","0","1","1","1","1","M"
"The Twilight Saga: New Moon","2009","http://www.twilightthemovie.com/","5.6","1","0","1","0","1","0","M"
"Sabotage","2014","","5.5","0","1","1","0","1","0","M"
"High Fidelity","2000","","7","1","0","0","1","1","1","M"
"The Young Unknowns","2000","","0","0","0","0","0","1","0","M"
"Tammy","2014","","5","0","0","0","1","0","0","M"
"The Grace Card","2011","http://www.thegracecardmovie.com/","6.5","0","0","0","0","1","0","M"
"The Pirates! In an Adventure with Scientists!","2012","","6.4","0","0","1","1","0","0","M"
"Fright Night","2011","http://www.welcometofrightnight.com","6","0","1","0","1","0","0","M"
"The Great Escape","2063","","7.8","0","0","1","0","1","1","M"
"Malibu's Most Wanted","2003","","4.7","0","1","0","1","0","0","M"
"The Legend of Hell's Gate: An American Conspiracy","2011","","3.9","0","0","1","0","0","1","M"
"Conversations with Other Women","2006","","6.2","1","0","0","0","1","0","M"
"Rampage","2009","","6","0","1","1","0","1","0","M"
"Ice Age: Dawn of the Dinosaurs","2009","http://www.iceagemovies.com/films/ice-age-dawn-of-the-dinosaurs","6.5","0","0","1","1","0","0","M"
"Wall Street","1987","","7","0","1","0","0","1","0","M"
"Lone Star","1996","","6.9","1","1","0","0","1","0","M"
"DodgeBall: A True Underdog Story","2004","","6.2","0","0","0","1","0","0","M"
"Unaccompanied Minors","2006","","5.4","0","0","0","1","0","0","M"
"The Sessions","2012","","6.6","1","0","0","1","1","0","M"
"Come Early Morning","2006","","5.9","1","0","0","0","1","0","M"
"The Muse","1999","","5.3","0","0","0","1","1","0","M"
"Shaolin Soccer","2001","","6.6","0","0","1","1","0","0","M"
"Friday the 13th Part III","1982","","5.7","0","1","1","0","0","0","M"
"Next Stop Wonderland","1998","","6","1","0","0","1","1","0","M"
"The Big Bounce","2004","","5","0","1","0","1","0","0","M"
"The Betrayed","2008","","5.2","0","1","1","0","1","0","M"
"Certifiably Jonathan","2007","http://www.certifiablyjonathan.com/","0","0","0","0","1","0","0","M"
"Agent Cody Banks","2003","","5","0","0","1","0","0","0","M"
"Aloha","2015","","5.2","1","0","0","1","1","0","M"
"Mr. & Mrs. Smith","2005","","6.5","0","0","1","1","1","0","M"
"Lockout","2012","http://www.lockoutfilm.com/","5.8","0","0","1","0","1","0","M"
"Friday After Next","2002","","6","0","0","0","1","0","0","M"
"Cold Mountain","2003","","6.7","0","0","0","0","1","0","M"
"Drag Me to Hell","2009","http://www.dragmetohell.net/","6.2","0","1","1","0","0","0","M"
"Year One","2009","","4.6","0","0","1","1","0","0","M"
"Sex Drive","2008","http://www.sexdrivethemovie.com/","6","1","0","1","1","0","0","M"
"New Year's Eve","2011","","5.7","1","0","0","1","0","0","M"
"The Party's Over","2065","","6.1","0","0","0","0","1","0","M"
"Red Riding: In the Year of Our Lord 1974","2009","","7","0","1","1","0","1","0","M"
"Air Bud","1997","","5.3","0","0","0","1","1","0","M"
"Brave New Girl","2004","","3.7","0","0","0","0","1","1","M"
"Grabbers","2012","http://grabbers.ie/","6","0","1","1","1","1","0","M"
"The Boondock Saints","1999","http://www.theboondocksaints.com","7.2","0","1","1","0","0","0","M"
"Darling Lili","1970","","4.9","1","0","1","1","1","1","M"
"Riding Giants","2004","http://www.sonyclassics.com/ridinggiants/","7.6","0","0","0","0","0","1","M"
"Royal Kill","2009","","2.8","0","0","1","0","0","0","M"
"Little White Lies","2010","http://www.littlewhiteliesmovie.co.uk/","7.1","0","0","0","1","1","0","M"
"Joy Ride","2001","","6.3","0","1","1","0","1","0","M"
"Tim and Eric's Billion Dollar Movie","2012","","5.2","0","0","0","1","0","0","M"
"De-Lovely","2004","","6.3","0","0","0","0","1","1","M"
"Much Ado About Nothing","1993","","7.2","1","0","0","1","1","0","M"
"Open Water","2004","","5.4","0","0","1","0","1","0","M"
"Small Time Crooks","2000","","6.4","0","1","1","1","0","0","M"
"School of Rock","2003","http://www.schoolofrockmovie.com/","6.7","0","0","0","1","0","1","M"
"Dude Where's My Dog?","2014","","0","0","0","0","0","0","0","M"
"The Adventurer: The Curse of the Midas Box","2013","","5.1","0","0","1","0","1","0","M"
